#Note: Ir93a has been added manually (via blat) to this annotation (haven't actually checked for frameshifts or ptcs there, just assumed zero)
#gene	isoform	chr	start	end	strand	numCodons	numFrameshifts	numPremStop
FBgn0029771	FBtr0070780	X	5053767	5055256	+	148	0	0
FBgn0029775	FBtr0070781	X	5123129	5140735	+	837	1	1
FBgn0085464	FBtr0112736	X	5141956	5142977	-	299	3	1
FBgn0029778	FBtr0070785	X	5145758	5147983	-	494	0	0
FBgn0004687	FBtr0070783	X	5148319	5151717	-	147	0	0
FBgn0026702	FBtr0070782	X	5151529	5155291	+	857	0	1
FBgn0259994	FBtr0300465	X	5156853	5177235	-	991	0	0
FBgn0259150	FBtr0299597	X	5182032	5190538	-	1570	3	2
FBgn0029783	FBtr0070852	X	5193075	5194400	-	312	0	0
FBgn0028474	FBtr0070799	X	5194549	5198900	+	998	0	0
FBgn0015794	FBtr0070849	X	5199246	5200217	-	197	0	0
FBgn0029785	FBtr0070801	X	5200881	5201982	+	123	0	0
FBgn0046687	FBtr0070848	X	5202240	5208178	-	392	0	0
FBgn0003747	FBtr0070802	X	5208545	5210668	+	444	0	0
FBgn0259926	FBtr0300221	X	5211374	5212537	+	310	0	0
FBgn0029789	FBtr0070847	X	5213496	5217522	-	980	0	0
FBgn0000394	FBtr0070804	X	5218035	5221066	+	257	0	0
FBgn0027564	FBtr0070846	X	5220926	5223240	-	556	0	0
FBgn0261927	FBtr0303591	X	5225129	5225583	+	76	1	0
FBgn0029791	FBtr0301083	X	5227531	5248397	+	1023	0	0
FBgn0020018	FBtr0084664	X	5233219	5234874	+	475	0	0
FBgn0051126	FBtr0084663	X	5234805	5235440	-	150	0	0
FBgn0039215	FBtr0089916	X	5235710	5239886	-	961	0	0
FBgn0051125	FBtr0084665	X	5240226	5241687	+	391	0	0
FBgn0000139	FBtr0114545	X	5241677	5243688	-	572	1	0
FBgn0053080	FBtr0070844	X	5248324	5257210	-	925	0	0
FBgn0052758	FBtr0070843	X	5259091	5272340	-	531	0	0
FBgn0029795	FBtr0070806	X	5267132	5268788	+	478	0	0
FBgn0261383	FBtr0070841	X	5272979	5281580	-	1284	1	0
FBgn0029798	FBtr0070807	X	5282114	5286111	+	985	0	0
FBgn0029799	FBtr0070808	X	5286852	5288337	+	259	0	0
FBgn0029800	FBtr0070840	X	5288330	5289221	-	157	0	0
FBgn0029801	FBtr0070809	X	5289969	5294130	+	355	0	0
FBgn0261610	FBtr0302921	X	5298928	5323501	+	897	0	1
FBgn0029804	FBtr0070836	X	5300204	5305040	-	445	0	0
FBgn0259149	FBtr0299596	X	5307109	5310643	-	634	0	1
FBgn0029807	FBtr0070833	X	5311221	5315532	-	1132	0	0
FBgn0029809	FBtr0070813	X	5323410	5324840	+	370	0	0
FBgn0029810	FBtr0070814	X	5326077	5328433	+	650	0	0
FBgn0029811	FBtr0070815	X	5338643	5339328	+	145	0	0
FBgn0029812	FBtr0070816	X	5342817	5343935	+	307	0	0
FBgn0029813	FBtr0070832	X	5348567	5349451	-	216	0	0
FBgn0029814	FBtr0070817	X	5352154	5373423	+	873	0	0
FBgn0029816	FBtr0070819	X	5379257	5380081	+	233	0	0
FBgn0029817	FBtr0070820	X	5405584	5406593	+	293	0	0
FBgn0029818	FBtr0070830	X	5407307	5409833	-	674	0	0
FBgn0014340	FBtr0070829	X	5410129	5413079	-	827	0	0
FBgn0029819	FBtr0070828	X	5413242	5416153	-	558	0	0
FBgn0029820	FBtr0070821	X	5416177	5419728	+	494	0	0
FBgn0000042	FBtr0100662	X	5436484	5440455	+	376	0	0
FBgn0029821	FBtr0070824	X	5441501	5443611	+	494	0	0
FBgn0029822	FBtr0070825	X	5443734	5448696	+	553	0	0
FBgn0029823	FBtr0070827	X	5448682	5452305	-	537	0	0
FBgn0029824	FBtr0070858	X	5452702	5472120	+	676	0	0
FBgn0029826	FBtr0070861	X	5478816	5480794	+	308	0	0
FBgn0052755	FBtr0070862	X	5480836	5482275	+	315	0	0
FBgn0029827	FBtr0070863	X	5483084	5484569	+	362	0	0
FBgn0029828	FBtr0070864	X	5486109	5488740	+	307	0	0
FBgn0005390	FBtr0070892	X	5488666	5494625	-	1836	0	0
FBgn0029830	FBtr0070865	X	5496784	5517283	+	1058	0	0
FBgn0029831	FBtr0070866	X	5519417	5523278	+	540	0	0
FBgn0027546	FBtr0070891	X	5528048	5531294	-	368	0	0
FBgn0029003	FBtr0070890	X	5538468	5543652	-	365	0	0
FBgn0003302	FBtr0070889	X	5565771	5567200	-	335	0	0
FBgn0029833	FBtr0070867	X	5567856	5569596	+	182	0	0
FBgn0029834	FBtr0305346	X	5570011	5579470	+	2051	0	0
FBgn0029835	FBtr0305343	X	5581048	5594571	+	886	0	0
FBgn0029836	FBtr0070871	X	5596771	5598055	+	183	0	0
FBgn0029838	FBtr0070887	X	5611164	5612603	-	193	0	0
FBgn0029839	FBtr0070886	X	5613826	5616653	-	261	0	0
FBgn0026060	FBtr0070884	X	5618050	5626879	-	453	0	0
FBgn0029840	FBtr0070885	X	5620109	5625184	-	1624	0	1
FBgn0029843	FBtr0070872	X	5627210	5639321	+	849	0	0
FBgn0052750	FBtr0070881	X	5722928	5724555	-	523	0	0
FBgn0052751	FBtr0070880	X	5724852	5726775	-	517	0	0
FBgn0262536	FBtr0304876	X	5727382	5727943	-	169	1	0
FBgn0040069	FBtr0070879	X	5728272	5730650	-	558	0	0
FBgn0029848	FBtr0070878	X	5744461	5746175	-	553	1	0
FBgn0029849	FBtr0070875	X	5746790	5749406	+	352	0	0
FBgn0003514	FBtr0070877	X	5749740	5751774	-	174	0	0
FBgn0262730	FBtr0070876	X	5752561	5759778	+	1399	0	0
FBgn0029851	FBtr0070893	X	5763891	5767103	+	336	0	0
FBgn0023458	FBtr0303341	X	5767802	5781925	-	3426	0	2
FBgn0015818	FBtr0070894	X	5782385	5784169	+	347	0	0
FBgn0040918	FBtr0070938	X	5784272	5793744	-	400	0	0
FBgn0029853	FBtr0070895	X	5787747	5788708	+	221	0	0
FBgn0028982	FBtr0070896	X	5794347	5801533	+	1831	0	0
FBgn0029854	FBtr0089870	X	5801518	5803302	-	117	0	0
FBgn0086558	FBtr0070933	X	5803561	5804789	-	534	15	0
FBgn0026015	FBtr0070930	X	5806201	5809654	-	875	0	0
FBgn0029857	FBtr0070897	X	5809784	5811221	+	424	0	0
FBgn0028685	FBtr0305495	X	5811128	5812894	-	397	0	0
FBgn0043796	FBtr0070925	X	5820718	5822902	-	562	0	0
FBgn0029863	FBtr0070900	X	5825471	5828179	+	295	0	0
FBgn0029864	FBtr0112955	X	5837877	5849803	+	1598	0	0
FBgn0250869	FBtr0290308	X	5852798	5854754	+	180	0	0
FBgn0029866	FBtr0070904	X	5859312	5863175	+	406	0	0
FBgn0029867	FBtr0070905	X	5866881	5869011	+	380	0	0
FBgn0029868	FBtr0070924	X	5869095	5870212	-	154	0	0
FBgn0261955	FBtr0070906	X	5870461	5881093	+	522	1	1
FBgn0003655	FBtr0070922	X	5881416	5883635	-	548	0	0
FBgn0029870	FBtr0070908	X	5883858	5888805	+	833	0	0
FBgn0003139	FBtr0070921	X	5888920	5890723	-	303	0	1
FBgn0029873	FBtr0070912	X	6033242	6035106	+	321	0	0
FBgn0029874	FBtr0070918	X	6034877	6036608	-	453	0	0
FBgn0014031	FBtr0070913	X	6037719	6039512	+	394	0	0
FBgn0014026	FBtr0070916	X	6039801	6042023	-	271	0	0
FBgn0000524	FBtr0070914	X	6042744	6047319	+	738	0	0
FBgn0029877	FBtr0070944	X	6089421	6090786	+	266	0	0
FBgn0029878	FBtr0070945	X	6090918	6096571	+	686	0	0
FBgn0029879	FBtr0070946	X	6097023	6099582	+	615	0	0
FBgn0029880	FBtr0070949	X	6131353	6132662	+	438	1	0
FBgn0029882	FBtr0070993	X	6149397	6150394	-	230	0	0
FBgn0028360	FBtr0070950	X	6150858	6155934	+	700	0	3
FBgn0029885	FBtr0070992	X	6156756	6157631	-	162	0	0
FBgn0062413	FBtr0070951	X	6157849	6164441	+	231	0	0
FBgn0029887	FBtr0070991	X	6168226	6171187	-	438	0	0
FBgn0025815	FBtr0070952	X	6171606	6174380	+	817	0	0
FBgn0029888	FBtr0070990	X	6174468	6176309	-	175	0	0
FBgn0028336	FBtr0070953	X	6175664	6179000	+	495	0	0
FBgn0029890	FBtr0070955	X	6178901	6180806	+	503	0	0
FBgn0029891	FBtr0100419	X	6180905	6184153	+	721	0	0
FBgn0029892	FBtr0070989	X	6184708	6185869	-	356	0	0
FBgn0029893	FBtr0070988	X	6187523	6193319	-	1034	1	2
FBgn0029894	FBtr0070987	X	6194901	6196685	-	318	0	0
FBgn0029895	FBtr0070959	X	6198078	6215302	+	1149	0	0
FBgn0029896	FBtr0070984	X	6218772	6237922	-	632	0	0
FBgn0029897	FBtr0070982	X	6239458	6242174	-	186	0	0
FBgn0029898	FBtr0302356	X	6245537	6253494	+	535	0	0
FBgn0029899	FBtr0070961	X	6253842	6267817	+	3313	2	0
FBgn0029502	FBtr0070963	X	6268400	6270193	+	219	0	0
FBgn0003390	FBtr0070978	X	6268597	6276600	-	456	0	0
FBgn0259228	FBtr0300526	X	6278294	6300433	-	1571	5	5
FBgn0029903	FBtr0112956	X	6300574	6310448	+	1255	0	0
FBgn0086693	FBtr0070969	X	6311056	6314988	+	1123	0	0
FBgn0029905	FBtr0070974	X	6315009	6317758	-	601	0	0
FBgn0029906	FBtr0070970	X	6317852	6319680	+	511	0	0
FBgn0029907	FBtr0299814	X	6320034	6321033	+	230	0	0
FBgn0052743	FBtr0070972	X	6321466	6335274	+	3218	0	1
FBgn0029909	FBtr0070973	X	6328279	6329578	-	371	0	0
FBgn0029911	FBtr0071042	X	6336451	6341142	-	303	0	0
FBgn0029912	FBtr0070994	X	6341578	6345090	+	933	0	0
FBgn0029913	FBtr0071041	X	6345126	6346788	-	432	0	0
FBgn0029914	FBtr0300177	X	6347084	6349106	+	385	0	0
FBgn0029915	FBtr0071040	X	6349130	6349844	-	187	0	0
FBgn0052732	FBtr0071039	X	6453211	6463729	-	537	0	0
FBgn0029924	FBtr0071003	X	6464956	6467334	+	677	0	0
FBgn0029925	FBtr0071038	X	6467375	6468440	-	238	0	0
FBgn0004646	FBtr0071036	X	6469029	6476613	-	362	0	0
FBgn0261284	FBtr0071004	X	6481400	6482111	+	149	0	0
FBgn0027106	FBtr0071035	X	6486461	6504707	-	438	0	0
FBgn0027108	FBtr0071005	X	6493396	6498845	+	367	0	0
FBgn0000330	FBtr0071033	X	6504154	6505937	-	415	0	0
FBgn0029928	FBtr0071032	X	6507109	6508530	-	431	0	0
FBgn0029929	FBtr0071009	X	6508774	6509804	+	209	0	0
FBgn0029931	FBtr0071010	X	6527322	6528473	+	252	0	0
FBgn0004143	FBtr0299565	X	6536302	6537136	+	213	0	0
FBgn0029932	FBtr0071013	X	6556193	6559390	+	525	0	0
FBgn0029935	FBtr0071020	X	6585181	6588822	-	313	0	0
FBgn0029936	FBtr0071019	X	6589041	6591016	-	418	0	0
FBgn0029937	FBtr0071015	X	6591438	6592855	+	185	0	0
FBgn0027342	FBtr0071017	X	6592788	6596797	-	705	0	0
FBgn0029940	FBtr0071046	X	6741742	6742712	+	231	0	0
FBgn0029942	FBtr0303414	X	6760828	6762495	+	308	0	0
FBgn0025549	FBtr0071066	X	6763063	6765733	-	265	0	0
FBgn0024250	FBtr0071048	X	6782310	6785517	+	704	1	1
FBgn0029944	FBtr0071049	X	6798494	6803096	+	622	0	0
FBgn0029945	FBtr0071051	X	6803442	6805536	+	610	0	0
FBgn0026144	FBtr0071052	X	6811464	6816729	+	298	0	0
FBgn0029946	FBtr0071064	X	6820665	6821431	-	104	0	0
FBgn0029947	FBtr0071054	X	6832766	6834063	+	210	0	0
FBgn0029948	FBtr0071055	X	6851991	6852779	+	177	0	0
FBgn0261849	FBtr0303417	X	6856599	6856719	-	39	0	0
FBgn0029949	FBtr0071063	X	6875172	6876696	-	374	0	0
FBgn0261615	FBtr0302954	X	6886635	6887258	+	119	0	0
FBgn0085366	FBtr0112539	X	6891147	6891564	+	71	0	0
FBgn0029950	FBtr0071057	X	6892469	6895516	+	601	0	0
FBgn0040922	FBtr0071060	X	6897944	6898712	-	72	0	0
FBgn0040923	FBtr0071058	X	6926089	6926539	+	65	0	0
FBgn0029951	FBtr0071067	X	7045221	7047697	+	667	0	0
FBgn0029504	FBtr0071079	X	7153354	7174134	-	1268	0	0
FBgn0029955	FBtr0300836	X	7181859	7187036	-	552	0	0
FBgn0022786	FBtr0071070	X	7191167	7194939	+	1047	0	0
FBgn0027553	FBtr0071077	X	7195026	7197351	-	594	0	0
FBgn0029957	FBtr0071071	X	7197796	7200771	+	555	0	0
FBgn0029958	FBtr0071076	X	7200827	7203482	-	475	0	0
FBgn0029959	FBtr0071072	X	7204003	7205601	+	218	0	0
FBgn0016041	FBtr0071074	X	7206077	7208749	+	344	0	0
FBgn0029961	FBtr0071075	X	7233994	7235839	+	614	0	0
FBgn0085367	FBtr0303204	X	7237821	7238154	+	110	0	0
FBgn0052718	FBtr0300461	X	7247137	7248325	+	256	0	0
FBgn0029962	FBtr0300019	X	7286783	7300842	+	333	0	0
FBgn0029963	FBtr0071150	X	7311623	7313312	-	397	0	0
FBgn0029964	FBtr0273372	X	7317236	7317848	+	150	0	0
FBgn0029965	FBtr0071149	X	7324433	7326766	-	667	0	0
FBgn0000427	FBtr0071145	X	7327065	7332928	-	1590	0	0
FBgn0029966	FBtr0071087	X	7334503	7336502	+	625	0	0
FBgn0259190	FBtr0299674	X	7336669	7338553	-	594	0	0
FBgn0259189	FBtr0299673	X	7339500	7341376	-	608	0	0
FBgn0259188	FBtr0299672	X	7341589	7343646	-	621	1	0
FBgn0029968	FBtr0071088	X	7344329	7346624	+	561	0	0
FBgn0029969	FBtr0071143	X	7346989	7348473	-	410	0	0
FBgn0029970	FBtr0071142	X	7348774	7351296	-	735	0	0
FBgn0029971	FBtr0300900	X	7352833	7353573	-	56	0	0
FBgn0040087	FBtr0071089	X	7353816	7356548	+	836	0	0
FBgn0261592	FBtr0071135	X	7357488	7359166	-	248	0	0
FBgn0010292	FBtr0071090	X	7359751	7361490	+	436	0	0
FBgn0029974	FBtr0071134	X	7363445	7365596	-	340	0	0
FBgn0029975	FBtr0071091	X	7366722	7369774	+	321	0	0
FBgn0029976	FBtr0071092	X	7370103	7375413	+	1117	0	0
FBgn0029977	FBtr0071133	X	7376562	7378163	-	486	0	0
FBgn0260858	FBtr0071093	X	7378488	7380016	+	199	0	0
FBgn0029979	FBtr0071132	X	7382211	7389419	-	945	0	0
FBgn0029980	FBtr0071131	X	7389752	7391271	-	300	0	0
FBgn0004403	FBtr0071095	X	7391750	7392758	+	151	1	0
FBgn0004404	FBtr0071096	X	7392982	7393889	+	151	0	0
FBgn0260970	FBtr0301748	X	7395064	7411734	+	2219	0	0
FBgn0027280	FBtr0071129	X	7399578	7405108	-	664	0	0
FBgn0029987	FBtr0071099	X	7414167	7414772	+	181	0	0
FBgn0003656	FBtr0301675	X	7414873	7425998	-	1425	0	0
FBgn0003447	FBtr0071102	X	7421958	7456200	+	512	0	0
FBgn0029990	FBtr0071123	X	7502304	7504202	-	414	1	0
FBgn0004656	FBtr0071119	X	7506708	7528183	-	2038	3	0
FBgn0004657	FBtr0071105	X	7528400	7536886	+	846	0	0
FBgn0029992	FBtr0071117	X	7536893	7542097	-	1241	0	0
FBgn0029993	FBtr0071106	X	7542507	7544874	+	651	0	0
FBgn0029994	FBtr0071116	X	7544992	7548178	-	320	0	0
FBgn0029995	FBtr0301736	X	7550491	7553644	-	324	0	0
FBgn0029996	FBtr0071112	X	7554443	7560542	-	183	0	0
FBgn0029997	FBtr0071109	X	7563085	7568897	-	801	0	2
FBgn0040319	FBtr0071107	X	7569417	7583970	-	717	0	0
FBgn0029999	FBtr0071151	X	7584907	7586971	+	637	0	0
FBgn0030000	FBtr0071194	X	7586916	7588958	-	609	0	0
FBgn0030001	FBtr0071193	X	7589121	7603395	-	513	0	0
FBgn0030003	FBtr0071152	X	7597435	7599480	+	598	0	0
FBgn0030004	FBtr0071153	X	7600115	7602664	+	743	0	0
FBgn0030005	FBtr0300914	X	7603019	7604716	+	315	0	0
FBgn0025800	FBtr0071192	X	7606045	7609952	-	486	0	0
FBgn0030006	FBtr0071191	X	7610179	7611195	-	301	0	0
FBgn0030007	FBtr0071190	X	7611506	7613202	-	498	0	0
FBgn0030008	FBtr0071155	X	7613455	7615445	+	465	0	0
FBgn0030009	FBtr0301688	X	7615538	7616088	+	181	0	1
FBgn0030010	FBtr0071157	X	7616324	7618154	+	443	0	0
FBgn0030011	FBtr0071189	X	7618198	7619734	-	358	0	0
FBgn0030012	FBtr0071158	X	7620400	7621972	+	469	0	0
FBgn0026318	FBtr0071188	X	7622086	7624778	-	475	0	0
FBgn0030014	FBtr0071160	X	7627492	7628914	+	405	0	0
FBgn0030015	FBtr0071187	X	7628902	7630080	-	323	0	1
FBgn0030016	FBtr0071186	X	7631495	7632954	-	413	0	0
FBgn0030017	FBtr0071185	X	7634955	7637094	-	600	0	0
FBgn0030018	FBtr0303842	X	7637527	7644217	-	1155	0	0
FBgn0030025	FBtr0071166	X	7706399	7707188	+	165	0	0
FBgn0030026	FBtr0071183	X	7707199	7709374	-	247	0	0
FBgn0020653	FBtr0071168	X	7708191	7713739	+	596	0	0
FBgn0017566	FBtr0071181	X	7714344	7717362	-	731	0	0
FBgn0030027	FBtr0071170	X	7718898	7738147	+	1056	0	0
FBgn0030028	FBtr0071179	X	7735647	7736999	-	213	0	0
FBgn0030030	FBtr0071171	X	7739115	7741888	+	382	0	0
FBgn0030032	FBtr0302876	X	7789995	7790379	+	135	0	0
FBgn0030033	FBtr0071173	X	7849784	7853797	+	955	0	0
FBgn0030034	FBtr0071174	X	7863716	7869059	+	926	17	20
FBgn0030035	FBtr0071175	X	7869661	7872418	-	633	0	0
FBgn0052711	FBtr0302081	X	7873496	7875698	-	73	0	0
FBgn0261793	FBtr0112927	X	7874864	7895549	+	1715	2	0
FBgn0030037	FBtr0071246	X	7899253	7902110	-	525	0	0
FBgn0030038	FBtr0112962	X	7902398	7906178	+	511	0	0
FBgn0030039	FBtr0071245	X	7906485	7907554	-	218	0	0
FBgn0021767	FBtr0071244	X	7913493	7919335	-	699	1	0
FBgn0053223	FBtr0071239	X	7922079	7948438	-	184	0	0
FBgn0023506	FBtr0071198	X	7925821	7927659	+	501	0	0
FBgn0014032	FBtr0071241	X	7927619	7929350	-	261	0	0
FBgn0030041	FBtr0071240	X	7932150	7933712	-	273	0	0
FBgn0014464	FBtr0300066	X	7935580	7937719	+	319	0	0
FBgn0014465	FBtr0071201	X	7937851	7940672	+	500	0	0
FBgn0014466	FBtr0071202	X	7941743	7942912	+	321	0	0
FBgn0000359	FBtr0071203	X	7943925	7944860	+	284	0	0
FBgn0000360	FBtr0300448	X	7946374	7947848	+	306	0	0
FBgn0003023	FBtr0071238	X	7949509	7954055	-	853	0	0
FBgn0053181	FBtr0113455	X	7953891	7980453	+	696	0	0
FBgn0002968	FBtr0071208	X	7981830	8016777	+	1302	0	0
FBgn0024943	FBtr0071235	X	7989917	7994129	-	1195	0	0
FBgn0026679	FBtr0071234	X	8019837	8023287	-	1022	0	0
FBgn0030048	FBtr0071233	X	8023846	8025110	-	201	0	1
FBgn0030049	FBtr0071213	X	8025563	8032396	+	1001	0	0
FBgn0030050	FBtr0071232	X	8034537	8035207	-	188	0	0
FBgn0030051	FBtr0071231	X	8035380	8037997	-	393	0	0
FBgn0030052	FBtr0071214	X	8039684	8054020	+	687	0	0
FBgn0030053	FBtr0071218	X	8054332	8056197	+	403	0	0
FBgn0040929	FBtr0071229	X	8056103	8058086	-	110	0	0
FBgn0025864	FBtr0071219	X	8057744	8067140	+	1671	0	0
FBgn0030054	FBtr0071228	X	8068289	8072258	-	1183	0	0
FBgn0004102	FBtr0300106	X	8094347	8114495	-	542	0	0
FBgn0030055	FBtr0071221	X	8139618	8143276	+	827	0	0
FBgn0030056	FBtr0071222	X	8144117	8150914	+	250	0	0
FBgn0030057	FBtr0071225	X	8150786	8152172	-	314	0	0
FBgn0027864	FBtr0071223	X	8152483	8153936	+	343	0	0
FBgn0030058	FBtr0071224	X	8154237	8155716	-	261	0	0
FBgn0041629	FBtr0071249	X	8168873	8171701	+	622	0	0
FBgn0030060	FBtr0071281	X	8171687	8174221	-	425	0	0
FBgn0030061	FBtr0071250	X	8174336	8176415	+	478	0	0
FBgn0027330	FBtr0071280	X	8176102	8179702	-	1008	0	0
FBgn0030063	FBtr0071251	X	8179914	8180839	+	237	0	0
FBgn0030065	FBtr0071254	X	8318782	8326587	+	1006	1	0
FBgn0011661	FBtr0071270	X	8327993	8352135	-	649	0	0
FBgn0030066	FBtr0071268	X	8352823	8354013	-	277	0	0
FBgn0030067	FBtr0071255	X	8355525	8357332	+	343	0	0
FBgn0011586	FBtr0071266	X	8358618	8360141	-	104	0	0
FBgn0030071	FBtr0071265	X	8377055	8377450	-	131	0	0
FBgn0030074	FBtr0071264	X	8426794	8427310	-	171	0	0
FBgn0052709	FBtr0305288	X	8468634	8470008	+	105	2	1
FBgn0259734	FBtr0300000	X	8472674	8495552	+	1225	0	0
FBgn0030077	FBtr0071357	X	8496839	8509940	-	821	3	0
FBgn0030078	FBtr0071356	X	8511576	8513284	-	103	0	0
FBgn0030079	FBtr0071354	X	8513322	8520403	-	125	0	0
FBgn0030080	FBtr0071355	X	8515108	8515457	-	117	1	0
FBgn0030081	FBtr0071353	X	8520730	8523055	-	602	0	0
FBgn0030082	FBtr0071284	X	8522952	8524202	+	240	0	0
FBgn0052707	FBtr0071285	X	8524567	8527794	+	775	0	0
FBgn0052708	FBtr0071286	X	8527886	8528775	+	239	0	0
FBgn0030086	FBtr0071289	X	8529897	8533531	+	535	0	0
FBgn0030087	FBtr0114594	X	8534447	8544368	-	1305	0	0
FBgn0004856	FBtr0071350	X	8544978	8547223	-	547	0	0
FBgn0030088	FBtr0071293	X	8547742	8549178	+	200	0	0
FBgn0030089	FBtr0071296	X	8549512	8558490	+	982	0	0
FBgn0030090	FBtr0071349	X	8565962	8575675	-	321	0	0
FBgn0030091	FBtr0071299	X	8582563	8587537	+	1231	0	0
FBgn0030092	FBtr0071348	X	8587942	8588802	-	190	0	0
FBgn0030093	FBtr0071300	X	8589063	8591632	+	749	4	0
FBgn0004828	FBtr0071346	X	8592617	8596587	-	136	0	0
FBgn0014868	FBtr0071344	X	8596821	8598405	-	449	0	0
FBgn0040467	FBtr0071302	X	8598542	8599300	+	175	0	0
FBgn0040931	FBtr0071343	X	8599454	8599933	-	77	0	0
FBgn0030096	FBtr0071342	X	8600065	8602053	-	457	0	0
FBgn0026206	FBtr0071303	X	8603252	8611810	+	1189	0	3
FBgn0030097	FBtr0071341	X	8629499	8630586	-	263	1	0
FBgn0030098	FBtr0071304	X	8631601	8632436	+	219	0	0
FBgn0030099	FBtr0071305	X	8632555	8633720	+	287	0	0
FBgn0030100	FBtr0071306	X	8634022	8635408	+	211	0	0
FBgn0030101	FBtr0071339	X	8634819	8636563	-	284	0	0
FBgn0086450	FBtr0071338	X	8636926	8642779	-	1031	0	0
FBgn0030102	FBtr0071336	X	8645521	8649823	-	500	0	0
FBgn0030103	FBtr0071307	X	8654158	8654955	+	163	0	0
FBgn0030104	FBtr0071308	X	8655144	8655615	+	162	0	0
FBgn0086367	FBtr0071335	X	8656909	8662924	-	387	0	0
FBgn0030107	FBtr0071310	X	8665129	8666230	+	370	0	0
FBgn0030108	FBtr0071311	X	8666797	8668471	+	385	0	0
FBgn0030109	FBtr0071334	X	8668430	8672159	-	738	0	0
FBgn0052704	FBtr0071333	X	8672505	8676723	-	936	0	0
FBgn0260789	FBtr0071332	X	8676932	8683360	-	1837	0	0
FBgn0260771	FBtr0301275	X	8683989	8686114	+	595	0	0
FBgn0000077	FBtr0071331	X	8686176	8687531	-	284	0	0
FBgn0010269	FBtr0071313	X	8688023	8690237	+	396	0	0
FBgn0030114	FBtr0071316	X	8690709	8696091	+	654	0	0
FBgn0028292	FBtr0071317	X	8696436	8698988	+	573	0	0
FBgn0052703	FBtr0071329	X	8702923	8709196	-	916	0	0
FBgn0030120	FBtr0071328	X	8710326	8714424	-	366	0	1
FBgn0030121	FBtr0071327	X	8712283	8714346	-	663	0	0
FBgn0030122	FBtr0071319	X	8714855	8717103	+	466	0	0
FBgn0040236	FBtr0071326	X	8717056	8724547	-	1742	0	0
FBgn0002576	FBtr0071320	X	8726310	8744613	+	826	5	3
FBgn0040235	FBtr0071324	X	8758755	8760065	-	259	0	0
FBgn0040234	FBtr0071321	X	8760324	8765301	+	1386	0	0
FBgn0085478	FBtr0112753	X	8767580	8795067	-	934	8	6
FBgn0085479	FBtr0112756	X	8769972	8771293	-	375	0	0
FBgn0026149	FBtr0071358	X	8797168	8799212	+	154	0	0
FBgn0054026	FBtr0100081	X	8972087	8972580	+	117	0	0
FBgn0028327	FBtr0071372	X	8989958	8992024	-	302	0	0
FBgn0030136	FBtr0071360	X	8992995	8993582	+	65	0	0
FBgn0030137	FBtr0071371	X	8994070	8995013	-	193	0	0
FBgn0052702	FBtr0273437	X	8997349	9010284	-	3750	0	0
FBgn0052699	FBtr0110850	X	9010504	9018926	-	533	0	0
FBgn0259741	FBtr0300046	X	9014041	9014816	-	183	1	0
FBgn0001186	FBtr0071361	X	9024750	9027242	+	541	0	0
FBgn0030141	FBtr0071363	X	9040088	9043313	+	660	0	1
FBgn0030142	FBtr0071368	X	9043186	9044938	-	313	0	0
FBgn0027084	FBtr0303560	X	9045322	9047828	-	607	0	0
FBgn0261931	FBtr0303708	X	9047909	9062084	+	1426	0	0
FBgn0028341	FBtr0071405	X	9066899	9098303	-	827	2	3
FBgn0030148	FBtr0071403	X	9098496	9102345	-	742	0	1
FBgn0261617	FBtr0302722	X	9108687	9126889	-	3282	1	1
FBgn0000233	FBtr0071379	X	9133536	9136923	+	644	1	0
FBgn0020378	FBtr0273354	X	9167788	9193516	+	715	0	0
FBgn0030151	FBtr0089384	X	9216905	9220031	+	397	0	0
FBgn0019929	FBtr0071387	X	9295101	9297022	+	397	0	0
FBgn0259147	FBtr0299576	X	9298109	9301470	-	145	0	0
FBgn0052695	FBtr0071398	X	9303453	9303903	-	79	0	0
FBgn0030156	FBtr0071397	X	9304412	9306584	-	355	0	0
FBgn0030158	FBtr0071389	X	9309845	9310507	+	162	0	0
FBgn0030159	FBtr0071390	X	9312562	9313521	+	173	0	0
FBgn0030160	FBtr0071392	X	9314952	9315552	+	121	0	0
FBgn0030161	FBtr0112967	X	9318737	9319606	-	209	0	1
FBgn0030162	FBtr0071395	X	9339520	9341248	-	404	1	0
FBgn0026415	FBtr0071394	X	9358627	9361353	-	442	0	0
FBgn0030163	FBtr0071429	X	9394524	9395948	-	334	0	0
FBgn0030164	FBtr0071408	X	9396409	9398041	+	332	0	0
FBgn0030165	FBtr0071428	X	9397872	9398244	-	82	0	0
FBgn0030166	FBtr0071427	X	9398444	9401843	-	208	0	0
FBgn0030167	FBtr0071426	X	9409535	9411949	-	574	0	0
FBgn0052694	FBtr0071410	X	9421152	9438101	+	364	0	0
FBgn0053557	FBtr0091534	X	9441524	9442148	+	150	0	0
FBgn0030170	FBtr0071415	X	9442822	9446569	+	1100	0	0
FBgn0030171	FBtr0071416	X	9462267	9476696	+	4541	0	0
FBgn0030172	FBtr0071417	X	9479973	9480557	+	191	1	0
FBgn0030173	FBtr0071418	X	9481672	9482360	+	186	0	0
FBgn0005391	FBtr0071424	X	9482943	9484558	-	442	0	0
FBgn0004045	FBtr0071419	X	9485757	9487393	+	439	0	0
FBgn0030174	FBtr0071423	X	9489018	9502669	-	410	0	0
